num_of_antecedent_events,avg_of_case_remaining_time,y_case_remaining_time
28,988618.7524525548,2269138.588
29,988618.7524525548,1922434.068
29,988618.7524525548,1922376.966
30,988618.7524525548,1723597.022
30,988618.7524525548,1706595.27
31,988618.7524525548,1654727.937
31,988618.7524525548,1654686.33
32,988618.7524525548,1576413.893
32,988618.7524525548,1575870.284
33,988618.7524525548,1123138.704
33,988618.7524525548,1122855.64
34,988618.7524525548,1035361.516
34,988618.7524525548,1035349.69
35,988618.7524525548,880615.773
35,988618.7524525548,880583.337
36,988618.7524525548,709255.989
36,988618.7524525548,707967.124
37,988618.7524525548,533992.58
37,988618.7524525548,533724.487
38,988618.7524525548,521957.896
38,988618.7524525548,521160.935
39,988618.7524525548,500730.732
39,988618.7524525548,500650.436
40,988618.7524525548,448219.935
40,988618.7524525548,447866.009
41,988618.7524525548,446188.055
41,988618.7524525548,446146.028
42,988618.7524525548,424051.963
42,988618.7524525548,422877.256
43,988618.7524525548,10432.985
43,988618.7524525548,10330.182
44,988618.7524525548,1862.614
44,493689.84500000003,9.56
45,493689.8447222223,9.56
46,493689.8443888889,9.56
47,493689.8442777778,9.559
48,988618.7524525548,0.0
0,893074.6129696969,2631389.987
1,893074.2617575764,2631389.802
2,1422326.2889344261,2631356.23
3,1385864.467095238,2590160.433
3,1385864.467095238,2589919.139
4,1385864.467095238,2560598.6
4,1385864.467095238,2560566.967
5,1385864.467095238,2501317.981
5,1385864.467095238,2501261.262
6,1385864.467095238,1990029.184
6,1385864.467095238,1989841.545
7,1385864.467095238,1114071.684
7,1385864.467095238,1113995.363
8,1385864.467095238,515658.352
8,1385864.467095238,515526.623
9,1385864.467095238,46318.77
9,1385864.467095238,46308.408
10,1385864.467095238,45528.318
10,1385864.467095238,45511.366
11,1385864.467095238,0.006
12,1.553904761904762,0.0
0,893074.6129696969,36228.877
1,893074.2617575764,36228.774
2,464769.29334285716,286.317
2,3.955120689655173,79.704
3,464769.29334285716,0.0
0,893074.6129696969,42604.192
1,893074.2617575764,42603.981
2,464769.29334285716,8114.713
2,1422326.2889344261,8051.549
3,464769.29334285716,8050.47
4,1385864.467095238,721.357
4,1.553904761904762,1.561
5,1385864.467095238,0.0
0,893074.6129696969,712315.983
1,893074.2617575764,712313.053
2,1422326.2889344261,712270.169
3,1385864.467095238,702386.276
3,1385864.467095238,702088.15
4,1385864.467095238,700500.58
4,1759333.5449512198,700203.227
5,1759100.6792439027,699987.694
6,2020808.8138679247,699987.694
7,2020802.8962452828,699985.725
8,2020802.8545283014,699985.695
9,1385864.467095238,699984.306
10,1725338.3866436782,98468.346
10,938863.0248275863,98419.844
11,1725338.3866436782,98418.447
12,539168.8967457627,775.251
12,493689.8447222223,6.84
13,493689.84500000003,6.84
14,493689.8442777778,6.839
15,493689.8443888889,6.839
16,539168.8967457627,0.0
0,893074.6129696969,633372.934
1,893074.2617575764,633371.264
2,1422326.2889344261,633320.772
3,1385864.467095238,622711.689
3,1385864.467095238,622476.903
4,1385864.467095238,622471.151
4,1759333.5449512198,622385.067
5,2020808.8138679247,622232.524
6,1759100.6792439027,622232.524
7,2020802.8962452828,622231.087
8,2020802.8545283014,622231.058
9,1385864.467095238,622229.833
10,1725338.3866436782,107.841
10,1.553904761904762,1.951
11,1457490.0654166667,1.951
12,1725338.3866436782,0.0
0,893074.6129696969,867111.78
1,893074.2617575764,867111.393
2,464769.29334285716,867057.434
2,1422326.2889344261,866371.388
3,464769.29334285716,866369.556
4,1385864.467095238,866357.978
4,1759333.5449512198,865942.827
5,1759100.6792439027,865893.829
6,2020808.8138679247,865893.829
7,2020802.8962452828,865892.618
8,2020802.8545283014,865892.586
9,1385864.467095238,865890.285
10,1725338.3866436782,250442.884
10,938863.0248275863,250432.093
11,1725338.3866436782,250430.351
12,539168.8967457627,60520.142
12,539168.8967457627,60465.962
13,539168.8967457627,1665.382
13,3.955120689655173,3.066
14,4.410111111111111,3.066
15,539168.8967457627,0.0
0,893074.6129696969,628777.946
1,893074.2617575764,628777.54
2,464769.29334285716,628717.104
2,1422326.2889344261,628626.144
3,464769.29334285716,628624.831
4,1385864.467095238,628607.148
4,1385864.467095238,628318.456
5,1385864.467095238,626353.107
5,1759333.5449512198,626320.286
6,2020808.8138679247,626305.188
7,1759100.6792439027,626305.188
8,2020802.8962452828,626303.074
9,2020802.8545283014,626303.046
10,1385864.467095238,626301.679
11,1725338.3866436782,239.911
11,1457490.0654166667,3.147
12,1.553904761904762,3.147
13,1725338.3866436782,0.0
0,893074.6129696969,37.784
1,893074.2617575764,37.446
2,3.955120689655173,0.0
0,893074.6129696969,52.171
1,893074.2617575764,51.297
2,3.955120689655173,0.0
0,893074.6129696969,1381966.748
1,893074.2617575764,1381966.389
2,1422326.2889344261,1381922.766
3,1385864.467095238,1369640.363
3,1385864.467095238,1369380.712
4,1385864.467095238,1298789.302
4,1385864.467095238,1298382.02
5,1385864.467095238,1289971.148
5,1385864.467095238,1289964.094
6,1385864.467095238,1288913.326
6,1759333.5449512198,1288397.384
7,2020808.8138679247,1287976.997
8,1759100.6792439027,1287976.996
9,2020802.8962452828,1287976.19
10,2020802.8545283014,1287976.135
11,1385864.467095238,1287973.722
12,1725338.3866436782,663479.348
12,1725338.3866436782,663322.117
13,1725338.3866436782,512511.948
13,1725338.3866436782,512340.726
14,1725338.3866436782,127.052
14,1457490.0654166667,2.125
15,1.553904761904762,2.125
16,1725338.3866436782,0.0
