index,case_id,case_execution_time,case_execution_time_seconds,num_of_events
4011,186199,0 days 05:51:00.168000000,21060.168,6
4012,186202,30 days 21:04:43.348000000,2667883.348,21
4013,186205,7 days 07:36:10.003000000,632170.003,14
4014,186208,0 days 00:00:32.263000000,32.263,3
4015,186211,0 days 00:00:33.899000000,33.899,3
4016,186214,27 days 20:50:27.604000000,2407827.604,25
4017,186217,0 days 00:00:39.625000000,39.625,3
4018,186220,0 days 00:00:43.557000000,43.557,3
4019,186223,0 days 20:38:19.813000000,74299.813,7
4020,186226,0 days 00:04:16.858000000,256.858,4
4021,186229,7 days 02:43:20.034000000,614600.034,27
4022,186232,0 days 03:10:53.794000000,11453.794,5
4023,186235,30 days 20:07:17.483000000,2664437.483,22
4024,186238,10 days 20:16:37.729000000,936997.729,18
4025,186241,18 days 01:39:39.391000000,1561179.391,18
4026,186244,39 days 22:37:57.087000000,3451077.087,42
4027,186247,10 days 19:12:22.059000000,933142.059,18
4028,186250,0 days 00:00:47.129000000,47.129,3
4029,186253,0 days 00:00:41.551000000,41.551,3
4030,186256,20 days 23:30:32.570000000,1812632.57,28
4031,186259,0 days 00:00:38.720000000,38.72,3
4032,186262,58 days 18:58:58.727000000,5079538.727,34
4033,186265,0 days 00:00:37.520000000,37.52,3
4034,186268,0 days 00:00:37.215000000,37.215,3
4035,186271,17 days 18:18:37.884000000,1534717.884,32
4036,186274,0 days 01:39:41.077000000,5981.077,5
4037,186277,0 days 21:38:57.516000000,77937.516,7
4038,186280,0 days 22:30:45.039000000,81045.039,7
4039,186283,0 days 00:00:37.745000000,37.745,3
4040,186286,0 days 00:00:32.829000000,32.829,3
4041,186289,0 days 00:00:38.536000000,38.536,3
4042,186292,0 days 00:00:37.323000000,37.323,3
4043,186295,0 days 00:00:34.469000000,34.469,3
4044,186298,0 days 03:20:21.565000000,12021.565,6
4045,186301,0 days 00:41:52.222000000,2512.222,4
4046,186304,0 days 00:00:36.384000000,36.384,3
4047,186307,0 days 00:00:34.156000000,34.156,3
4048,186310,13 days 21:08:14.508000000,1199294.508,34
4049,186313,0 days 00:38:59.104000000,2339.104,5
4050,186316,0 days 00:00:40.492000000,40.492,3
4051,186319,0 days 00:00:38.822000000,38.822,3
4052,186322,0 days 00:00:41.502000000,41.502,3
4053,186325,0 days 00:31:28.277000000,1888.277,4
4054,186328,0 days 00:32:05.293000000,1925.293,4
4055,186331,0 days 00:00:02.194000000,2.194,3
4056,186334,6 days 23:14:41.330000000,602081.33,15
4057,186337,0 days 00:00:38.148000000,38.148,3
4058,186340,0 days 00:56:43.730000000,3403.73,4
4059,186343,0 days 00:58:31.801000000,3511.801,4
4060,186346,0 days 00:00:43.890000000,43.89,3
4061,186349,0 days 00:00:43.047000000,43.047,3
4062,186352,0 days 00:00:34.247000000,34.247,3
4063,186355,0 days 00:07:32.245000000,452.245,5
4064,186358,0 days 00:51:57.042000000,3117.042,4
4065,186361,0 days 00:00:52.752000000,52.752,3
4066,186364,0 days 00:00:58.617000000,58.617,3
4067,186367,0 days 02:29:28.199000000,8968.199,5
4068,186370,0 days 00:48:09.594000000,2889.594,4
4069,186373,0 days 00:00:39.098000000,39.098,3
4070,186376,0 days 00:48:41.328000000,2921.328,4
4071,186379,0 days 00:00:34.288000000,34.288,3
4072,186382,3 days 21:43:12.997000000,337392.997,13
4073,186385,0 days 00:26:12.884000000,1572.884,4
4074,186388,0 days 00:24:24.781000000,1464.781,4
4075,186391,0 days 02:51:32.663000000,10292.663,5
4076,186394,0 days 00:17:00.526000000,1020.526,4
4077,186397,0 days 00:00:32.915000000,32.915,3
4078,186400,0 days 00:17:23.889000000,1043.889,4
4079,186403,0 days 00:10:42.164000000,642.164,4
4080,186406,0 days 00:00:33.705000000,33.705,3
4081,186409,0 days 00:06:25.799000000,385.799,4
4082,186412,0 days 00:00:02.458000000,2.458,3
4083,186415,0 days 02:41:19.567000000,9679.567,8
4084,186418,0 days 03:05:32.540000000,11132.54,6
4085,186421,0 days 00:00:49.968000000,49.968,3
4086,186424,0 days 00:00:41.275000000,41.275,3
4087,186427,0 days 00:36:40.864000000,2200.864,5
4088,186430,0 days 00:36:36.495000000,2196.495,4
4089,186433,0 days 01:55:33.581000000,6933.581,7
4090,186436,0 days 00:04:13.094000000,253.094,4
4091,186439,30 days 16:21:13.474000000,2650873.474,27
4092,186442,0 days 16:29:06.793000000,59346.793,8
4093,186445,0 days 00:00:31.936000000,31.936,3
4094,186448,0 days 00:00:36.145000000,36.145,3
4095,186451,0 days 00:00:40.389000000,40.389,3
4096,186454,8 days 23:17:01.556000000,775021.556,20
4097,186457,0 days 00:07:14.508000000,434.508,4
4098,186460,0 days 00:16:09.414000000,969.414,4
4099,186463,0 days 00:11:07.504000000,667.504,6
4100,186466,6 days 19:51:12.552000000,589872.552,16
4101,186469,30 days 16:01:27.291000000,2649687.291,13
4102,186472,0 days 00:00:36.727000000,36.727,3
4103,186475,0 days 00:05:57.401000000,357.401,4
4104,186478,0 days 00:11:54.482000000,714.482,4
4105,186481,0 days 00:08:48.698000000,528.698,4
4106,186484,0 days 00:00:36.648000000,36.648,3
4107,186487,0 days 00:00:02.003000000,2.003,3
4108,186490,0 days 00:00:31.252000000,31.252,3
4109,186493,0 days 00:04:59.653000000,299.653,4
4110,186496,1 days 02:34:10.328000000,95650.328,8
4111,186499,0 days 00:38:37.411000000,2317.411,4
4112,186502,0 days 01:02:03.681000000,3723.681,4
4113,186505,19 days 17:24:39.941000000,1704279.941,30
4114,186508,30 days 15:21:57.453000000,2647317.453,10
4115,186511,18 days 00:03:07.035000000,1555387.035,26
4116,186514,0 days 00:25:06.555000000,1506.555,4
4117,186517,0 days 00:45:06.312000000,2706.312,4
4118,186520,0 days 00:00:33.683000000,33.683,3
4119,186523,19 days 01:02:24.369000000,1645344.369,21
4120,186526,0 days 01:08:09.283000000,4089.283,4
4121,186529,0 days 00:07:05.435000000,425.435,4
4122,186532,0 days 00:00:35.802000000,35.802,3
4123,186535,1 days 17:43:04.463000000,150184.463,9
4124,186538,0 days 00:00:34.214000000,34.214,3
4125,186541,10 days 21:56:05.411000000,942965.411,15
4126,186544,0 days 00:02:31.618000000,151.618,4
4127,186547,0 days 00:00:42.049000000,42.049,3
4128,186550,0 days 00:00:38.589000000,38.589,3
4129,186553,0 days 00:50:32.261000000,3032.261,4
4130,186556,0 days 00:22:06.070000000,1326.07,4
4131,186559,0 days 00:17:45.695000000,1065.695,4
4132,186562,0 days 00:13:37.656000000,817.656,4
4133,186565,14 days 21:42:18.459000000,1287738.459,18
4134,186568,0 days 00:00:42.708000000,42.708,3
4135,186571,0 days 00:00:29.265000000,29.265,3
4136,186574,19 days 22:06:06.902000000,1721166.902,16
4137,186577,17 days 23:21:37.516000000,1552897.516,28
4138,186580,8 days 15:24:04.692000000,746644.692,19
4139,186583,0 days 00:00:29.764000000,29.764,3
4140,186586,19 days 15:13:23.872000000,1696403.872,24
4141,186589,0 days 00:18:06.306000000,1086.306,4
4142,186592,1 days 00:44:13.177000000,89053.177,8
4143,186595,0 days 00:05:32.832000000,332.832,4
4144,186598,31 days 13:49:35.023000000,2728175.023,23
4145,186601,0 days 00:13:34.591000000,814.591,4
4146,186604,0 days 00:12:04.882000000,724.882,4
4147,186607,0 days 14:05:05.900000000,50705.9,6
4148,186610,0 days 00:00:36.851000000,36.851,3
4149,186613,0 days 00:08:06.390000000,486.39,4
4150,186616,0 days 00:00:33.805000000,33.805,3
4151,186619,0 days 00:08:35.008000000,515.008,4
4152,186622,0 days 00:00:35.860000000,35.86,3
4153,186625,14 days 19:08:22.785000000,1278502.785,20
4154,186628,0 days 00:00:33.282000000,33.282,3
4155,186631,0 days 00:00:35.260000000,35.26,3
4156,186634,0 days 00:00:36.945000000,36.945,3
4157,186637,58 days 13:13:20.095000000,5058800.095,39
4158,186640,0 days 00:00:43.412000000,43.412,3
4159,186643,31 days 13:07:45.010000000,2725665.01,25
4160,186646,6 days 20:21:47.898000000,591707.898,5
4161,186649,0 days 00:06:24.799000000,384.799,4
4162,186652,0 days 00:00:38.177000000,38.177,3
4163,186655,0 days 00:06:30.436000000,390.436,4
4164,186658,0 days 00:00:33.844000000,33.844,3
4165,186661,0 days 00:05:10.004000000,310.004,4
4166,186664,0 days 20:16:51.300000000,73011.3,7
4167,186667,0 days 00:06:48.341000000,408.341,4
4168,186670,0 days 15:41:33.977000000,56493.977,6
4169,186673,12 days 16:03:52.079000000,1094632.079,22
4170,186676,24 days 14:23:06.951000000,2125386.951,27
4171,186679,0 days 00:00:33.876000000,33.876,3
4172,186682,12 days 20:24:34.188000000,1110274.188,18
4173,186685,0 days 00:00:34.295000000,34.295,3
4174,186688,0 days 00:00:42.027000000,42.027,3
4175,186691,0 days 12:02:53.256000000,43373.256,4
4176,186694,0 days 11:47:30.197000000,42450.197,4
4177,186697,0 days 13:11:22.640000000,47482.64,5
4178,186700,0 days 13:11:32.108000000,47492.108,5
4179,186703,0 days 00:00:35.907000000,35.907,3
4180,186706,31 days 11:45:36.755000000,2720736.755,17
4181,186709,0 days 13:07:19.150000000,47239.15,5
4182,186712,0 days 23:11:50.206000000,83510.206,11
4183,186715,0 days 17:39:59.899000000,63599.899,7
4184,186718,0 days 22:57:55.995000000,82675.995,7
4185,186721,0 days 14:50:08.899000000,53408.899,7
4186,186724,0 days 12:49:42.300000000,46182.3,9
4187,186727,0 days 21:46:37.866000000,78397.866,7
4188,186730,0 days 12:39:22.267000000,45562.267,5
4189,186733,0 days 00:00:37.221000000,37.221,3
4190,186736,0 days 00:00:31.117000000,31.117,3
4191,186739,18 days 12:22:37.429000000,1599757.429,30
4192,186742,0 days 12:34:46.750000000,45286.75,5
4193,186745,0 days 00:00:43.266000000,43.266,3
4194,186748,0 days 00:00:34.548000000,34.548,3
4195,186751,6 days 11:50:02.576000000,561002.576,13
4196,186754,0 days 00:00:32.789000000,32.789,3
4197,186757,31 days 09:44:55.551000000,2713495.551,48
4198,186760,0 days 00:00:37.895000000,37.895,3
4199,186763,44 days 10:06:01.743000000,3837961.743,21
4200,186766,0 days 00:00:33.355000000,33.355,3
4201,186769,0 days 10:50:34.537000000,39034.537,4
4202,186772,18 days 21:19:43.695000000,1631983.695,18
4203,186775,0 days 00:00:40.812000000,40.812,3
4204,186778,13 days 14:45:07.552000000,1176307.552,20
4205,186781,0 days 11:06:02.010000000,39962.01,5
4206,186784,1 days 12:50:12.399000000,132612.399,9
4207,186787,0 days 12:30:26.057000000,45026.057,6
4208,186790,0 days 10:27:09.067000000,37629.067,4
4209,186793,0 days 10:14:42.262000000,36882.262,4
4210,186796,0 days 10:11:38.035000000,36698.035,4
4211,186799,0 days 00:00:42.906000000,42.906,3
4212,186802,0 days 09:00:14.916000000,32414.916,4
4213,186805,0 days 00:00:53.738000000,53.738,3
4214,186808,24 days 16:24:18.115000000,2132658.115,18
4215,186811,0 days 07:38:35.740000000,27515.74,4
4216,186814,0 days 07:17:59.482000000,26279.482,4
4217,186817,0 days 00:00:52.731000000,52.731,3
4218,186820,0 days 14:29:51.035000000,52191.035,9
4219,186823,0 days 00:00:42.159000000,42.159,3
4220,186839,0 days 03:11:52.286000000,11512.286,4
4221,186842,0 days 00:00:44.430000000,44.43,3
4222,186845,0 days 00:00:32.741000000,32.741,3
4223,186848,31 days 00:42:28.849000000,2680948.849,26
4224,186851,10 days 11:10:09.569000000,904209.569,15
4225,186854,0 days 00:00:46.540000000,46.54,3
4226,186857,0 days 00:33:06.832000000,1986.832,4
4227,186860,0 days 00:48:04.413000000,2884.413,6
4228,186863,14 days 00:49:49.068000000,1212589.068,26
4229,186866,0 days 00:34:59.056000000,2099.056,4
4230,186869,0 days 00:00:32.522000000,32.522,3
4231,186872,0 days 00:19:36.344000000,1176.344,17
4232,186875,0 days 00:00:36.193000000,36.193,3
4233,186878,30 days 23:48:57.587000000,2677737.587,20
4234,186881,0 days 03:59:00.888000000,14340.888,6
4235,186884,0 days 04:04:05.824000000,14645.824,6
4236,186887,0 days 00:00:43.275000000,43.275,3
4237,186890,0 days 00:11:04.349000000,664.349,4
4238,186893,30 days 23:25:26.916000000,2676326.916,33
4239,186896,3 days 01:19:53.473000000,263993.473,9
4240,186899,0 days 00:00:30.647000000,30.647,3
4241,186902,30 days 23:17:37.858000000,2675857.858,18
4242,186905,0 days 03:58:50.436000000,14330.436,6
4243,186908,0 days 00:09:23.231000000,563.231,4
4244,186911,0 days 00:00:44.295000000,44.295,3
4245,186914,12 days 08:05:16.092000000,1065916.092,17
4246,186917,0 days 01:46:03.978000000,6363.978,5
4247,186920,0 days 01:47:56.570000000,6476.57,5
4248,186923,0 days 00:00:32.164000000,32.164,3
4249,186926,0 days 00:00:36.542000000,36.542,3
4250,186929,0 days 00:32:07.097000000,1927.097,4
4251,186932,0 days 00:30:33.207000000,1833.207,4
4252,186935,0 days 00:00:43.716000000,43.716,3
4253,186938,9 days 23:05:03.979000000,860703.979,16
4254,186941,0 days 00:00:37.949000000,37.949,3
4255,186944,0 days 00:00:33.997000000,33.997,3
4256,186947,0 days 00:00:35.187000000,35.187,3
4257,186950,20 days 00:10:14.456000000,1728614.456,25
4258,186953,0 days 03:22:17.255000000,12137.255,5
4259,186956,0 days 00:00:33.971000000,33.971,3
4260,186959,0 days 00:55:12.691000000,3312.691,4
4261,186962,0 days 00:46:53.083000000,2813.083,4
4262,186965,0 days 00:37:24.032000000,2244.032,5
4263,186968,7 days 22:56:45.794000000,687405.794,13
4264,186971,0 days 00:00:36.517000000,36.517,3
4265,186974,0 days 00:00:35.066000000,35.066,3
4266,186977,0 days 00:00:37.452000000,37.452,3
4267,186980,3 days 03:47:33.907000000,272853.907,5
4268,186983,38 days 20:19:49.814000000,3356389.814,46
4269,186986,0 days 02:42:44.735000000,9764.735,4
4270,186989,0 days 00:04:58.947000000,298.947,4
4271,186992,0 days 00:00:33.459000000,33.459,3
4272,186995,18 days 07:18:31.651000000,1581511.651,17
4273,186998,0 days 02:13:36.453000000,8016.453,4
4274,187001,0 days 02:42:52.300000000,9772.3,5
4275,187004,18 days 00:50:50.396000000,1558250.396,20
4276,187007,0 days 02:28:46.187000000,8926.187,5
4277,187010,16 days 20:47:26.826000000,1457246.826,18
4278,187013,0 days 02:04:48.211000000,7488.211,4
4279,187016,0 days 00:00:33.092000000,33.092,3
4280,187019,27 days 00:49:22.931000000,2335762.931,26
4281,187022,0 days 00:00:31.922000000,31.922,3
4282,187025,18 days 02:06:27.480000000,1562787.48,19
4283,187028,0 days 00:00:48.009000000,48.009,3
4284,187031,11 days 19:41:48.077000000,1021308.077,22
4285,187034,13 days 03:35:14.467000000,1136114.467,16
4286,187037,12 days 19:26:15.832000000,1106775.832,22
4287,187040,10 days 01:05:56.033000000,867956.033,21
4288,187043,30 days 18:04:00.364000000,2657040.364,24
4289,187046,0 days 01:16:39.231000000,4599.231,4
4290,187049,56 days 17:59:11.955000000,4903151.955,34
4291,187052,0 days 00:00:44.264000000,44.264,3
4292,187055,5 days 23:09:00.767000000,515340.767,13
4293,187058,0 days 00:33:10.986000000,1990.986,4
4294,187061,30 days 17:15:03.596000000,2654103.596,24
4295,187064,7 days 18:16:00.661000000,670560.661,14
4296,187067,0 days 00:21:31.105000000,1291.105,4
4297,187070,0 days 00:46:41.994000000,2801.994,6
4298,187073,2 days 21:16:30.470000000,249390.47,9
4299,187076,58 days 21:59:17.400000000,5090357.4,61
4300,187079,0 days 00:00:39.123000000,39.123,3
4301,187082,0 days 00:00:39.526000000,39.526,3
4302,187085,0 days 00:00:35.558000000,35.558,3
4303,187088,0 days 00:00:34.057000000,34.057,3
4304,187091,0 days 00:00:32.535000000,32.535,3
4305,187094,5 days 22:51:57.473000000,514317.473,23
4306,187097,0 days 19:34:30.752000000,70470.752,9
4307,187100,30 days 16:30:21.143000000,2651421.143,18
4308,187103,16 days 21:49:39.809000000,1460979.809,20
4309,187106,0 days 00:00:53.690000000,53.69,3
4310,187109,0 days 01:06:41.765000000,4001.765,4
4311,187112,0 days 00:00:29.978000000,29.978,3
4312,187115,19 days 18:30:38.699000000,1708238.699,28
4313,187118,0 days 00:00:39.019000000,39.019,3
4314,187121,0 days 00:00:34.868000000,34.868,3
4315,187124,0 days 00:00:31.689000000,31.689,3
4316,187127,0 days 00:00:32.603000000,32.603,3
4317,187130,0 days 01:34:16.231000000,5656.231,6
4318,187133,0 days 00:00:34.992000000,34.992,3
4319,187136,0 days 00:00:35.236000000,35.236,3
4320,187139,0 days 00:00:30.008000000,30.008,3
4321,187142,0 days 00:00:41.015000000,41.015,3
4322,187145,0 days 00:00:30.563000000,30.563,3
4323,187148,0 days 16:38:45.365000000,59925.365,9
4324,187151,0 days 00:00:37.756000000,37.756,3
4325,187154,3 days 14:01:15.251000000,309675.251,12
4326,187157,17 days 16:06:27.142000000,1526787.142,29
4327,187160,0 days 00:19:25.455000000,1165.455,4
4328,187163,0 days 00:11:48.002000000,708.002,4
4329,187166,0 days 00:00:34.226000000,34.226,3
4330,187169,0 days 00:00:32.122000000,32.122,3
4331,187172,0 days 00:00:42.497000000,42.497,3
4332,187175,0 days 00:18:13.508000000,1093.508,4
4333,187178,23 days 22:35:22.663000000,2068522.663,23
4334,187181,0 days 00:07:09.778000000,429.778,4
4335,187184,30 days 13:26:24.621000000,2640384.621,7
4336,187187,7 days 17:01:06.553000000,666066.553,20
4337,187190,27 days 19:12:06.091000000,2401926.091,65
4338,187193,0 days 00:00:29.321000000,29.321,3
4339,187196,17 days 19:17:45.729000000,1538265.729,18
4340,187199,17 days 14:31:30.002000000,1521090.002,24
4341,187202,0 days 00:00:37.558000000,37.558,3
4342,187205,0 days 00:00:35.464000000,35.464,3
4343,187208,0 days 00:00:34.284000000,34.284,3
4344,187211,30 days 12:55:44.947000000,2638544.947,20
4345,187214,12 days 11:55:42.866000000,1079742.866,15
4346,187217,76 days 14:35:00.698000000,6618900.698,71
4347,187220,0 days 13:07:54.136000000,47274.136,4
4348,187223,0 days 00:00:35.113000000,35.113,3
4349,187226,0 days 00:00:33.586000000,33.586,3
4350,187229,0 days 00:00:38.937000000,38.937,3
4351,187232,0 days 00:00:38.170000000,38.17,3
4352,187235,0 days 00:00:39.129000000,39.129,3
4353,187238,2 days 19:54:11.737000000,244451.737,9
4354,187241,0 days 12:23:32.727000000,44612.727,4
4355,187244,33 days 11:05:07.122000000,2891107.122,22
4356,187247,10 days 17:13:12.674000000,925992.674,26
4357,187250,0 days 00:00:38.012000000,38.012,3
4358,187253,0 days 12:08:16.254000000,43696.254,6
4359,187256,0 days 00:00:59.108000000,59.108,3
4360,187259,0 days 00:00:33.611000000,33.611,3
4361,187262,0 days 00:00:53.069000000,53.069,3
4362,187265,0 days 00:00:46.216000000,46.216,3
4363,187268,31 days 04:41:05.491000000,2695265.491,21
4364,187271,0 days 01:36:44.582000000,5804.582,4
4365,187274,0 days 03:13:33.149000000,11613.149,6
4366,187277,0 days 01:12:05.445000000,4325.445,4
4367,187280,0 days 00:00:32.518000000,32.518,3
4368,187283,0 days 01:07:06.623000000,4026.623,4
4369,187286,0 days 00:59:19.511000000,3559.511,4
4370,187289,0 days 00:00:36.903000000,36.903,3
4371,187292,16 days 22:50:15.606000000,1464615.606,29
4372,187295,0 days 00:00:38.198000000,38.198,3
4373,187298,2 days 08:14:19.167000000,202459.167,11
4374,187301,0 days 00:00:37.886000000,37.886,3
4375,187304,12 days 02:40:40.226000000,1046440.226,18
4376,187307,15 days 22:25:24.274000000,1376724.274,33
4377,187310,0 days 00:45:05.319000000,2705.319,4
4378,187313,18 days 01:24:42.522000000,1560282.522,33
4379,187316,0 days 00:29:29.517000000,1769.517,4
4380,187319,20 days 09:44:20.656000000,1763060.656,34
4381,187322,0 days 00:00:40.118000000,40.118,3
4382,187325,23 days 01:25:15.236000000,1992315.236,35
4383,187328,0 days 00:00:40.939000000,40.939,3
4384,187331,0 days 00:00:37.226000000,37.226,3
4385,187334,0 days 00:00:41.716000000,41.716,3
4386,187337,16 days 00:13:16.207000000,1383196.207,22
4387,187340,0 days 00:03:28.851000000,208.851,4
4388,187343,0 days 00:57:08.087000000,3428.087,4
4389,187346,0 days 01:45:06.974000000,6306.974,6
4390,187349,0 days 00:00:39.726000000,39.726,3
4391,187352,16 days 22:01:16.677000000,1461676.677,20
4392,187355,30 days 19:02:51.551000000,2660571.551,16
4393,187358,0 days 01:08:39.793000000,4119.793,6
4394,187361,0 days 00:48:58.859000000,2938.859,6
4395,187364,1 days 20:50:59.826000000,161459.826,6
4396,187367,11 days 00:57:46.383000000,953866.383,17
4397,187370,18 days 05:35:48.092000000,1575348.092,21
4398,187373,12 days 23:28:14.022000000,1121294.022,21
4399,187376,0 days 00:00:46.559000000,46.559,3
4400,187379,31 days 19:51:44.326000000,2749904.326,39
4401,187382,11 days 21:21:29.043000000,1027289.043,18
4402,187385,11 days 00:36:17.104000000,952577.104,17
4403,187388,0 days 00:00:36.673000000,36.673,3
4404,187391,0 days 00:08:43.059000000,523.059,4
4405,187394,0 days 00:00:35.391000000,35.391,3
4406,187397,17 days 22:10:56.436000000,1548656.436,26
4407,187400,2 days 01:41:36.262000000,178896.262,7
4408,187403,0 days 00:00:34.097000000,34.097,3
4409,187406,33 days 02:38:29.167000000,2860709.167,35
4410,187409,4 days 22:03:21.542000000,425001.542,13
4411,187412,0 days 00:00:39.901000000,39.901,3
4412,187415,33 days 15:03:10.473000000,2905390.473,28
4413,187418,0 days 00:00:36.297000000,36.297,3
4414,187421,1 days 14:31:10.623000000,138670.623,4
4415,187424,0 days 00:00:34.268000000,34.268,3
4416,187427,34 days 00:33:39.071000000,2939619.071,42
4417,187430,0 days 00:00:40.890000000,40.89,3
4418,187433,37 days 14:20:24.905000000,3248424.905,45
4419,187436,30 days 10:52:39.804000000,2631159.804,19
4420,187439,1 days 09:59:38.080000000,122378.08,4
4421,187442,0 days 00:00:36.724000000,36.724,3
4422,187445,1 days 17:26:32.401000000,149192.401,6
4423,187448,1 days 08:34:43.005000000,117283.005,4
4424,187451,1 days 02:39:31.139000000,95971.139,4
4425,187454,1 days 02:15:41.720000000,94541.72,6
4426,187457,0 days 00:00:36.116000000,36.116,3
4427,187460,0 days 00:00:42.794000000,42.794,3
4428,187463,23 days 00:12:11.709000000,1987931.709,31
4429,187466,38 days 22:24:05.373000000,3363845.373,28
4430,187469,1 days 02:05:18.665000000,93918.665,7
4431,187472,0 days 22:22:21.055000000,80541.055,5
4432,187475,22 days 03:17:53.264000000,1912673.264,30
4433,187478,0 days 22:12:30.502000000,79950.502,4
4434,187481,38 days 23:27:29.232000000,3367649.232,47
4435,187484,0 days 00:00:39.804000000,39.804,3
4436,187487,11 days 00:13:23.036000000,951203.036,30
4437,187490,21 days 20:44:14.390000000,1889054.39,20
4438,187493,0 days 00:00:35.310000000,35.31,3
4439,187496,2 days 02:39:55.394000000,182395.394,9
4440,187499,0 days 20:55:45.062000000,75345.062,4
4441,187502,0 days 00:00:28.854000000,28.854,3
4442,187505,30 days 19:56:38.212000000,2663798.212,21
4443,187508,0 days 20:17:00.594000000,73020.594,4
4444,187511,30 days 19:14:02.127000000,2661242.127,9
4445,187514,1 days 04:02:56.607000000,100976.607,7
4446,187517,0 days 00:00:31.268000000,31.268,3
4447,187520,0 days 19:18:42.680000000,69522.68,4
4448,187523,0 days 00:00:40.538000000,40.538,3
4449,187526,0 days 00:00:29.641000000,29.641,3
4450,187529,22 days 05:58:33.254000000,1922313.254,19
4451,187532,1 days 23:24:00.361000000,170640.361,9
4452,187535,0 days 00:00:43.447000000,43.447,3
4453,187538,0 days 00:00:34.405000000,34.405,3
4454,187541,0 days 00:00:38.041000000,38.041,3
4455,187544,0 days 00:00:36.164000000,36.164,3
4456,187547,7 days 22:15:07.400000000,684907.4,20
4457,187550,0 days 00:00:39.824000000,39.824,3
4458,187553,2 days 20:27:25.518000000,246445.518,20
4459,187556,35 days 15:28:03.896000000,3079683.896,33
4460,187559,0 days 15:32:34.535000000,55954.535,4
4461,187562,25 days 20:05:44.271000000,2232344.271,18
4462,187565,33 days 15:00:35.067000000,2905235.067,20
4463,187568,0 days 14:44:55.410000000,53095.41,4
4464,187571,1 days 15:19:54.827000000,141594.827,11
4465,187574,10 days 17:47:42.899000000,928062.899,20
4466,187577,0 days 13:27:52.080000000,48472.08,4
4467,187580,0 days 00:00:45.304000000,45.304,3
4468,187583,0 days 00:00:29.627000000,29.627,3
4469,187586,0 days 00:00:34.259000000,34.259,3
4470,187589,0 days 00:00:33.183000000,33.183,3
4471,187592,0 days 00:00:33.936000000,33.936,3
4472,187595,11 days 12:52:45.231000000,996765.231,22
4473,187598,0 days 00:00:34.581000000,34.581,3
4474,187601,0 days 00:00:42.813000000,42.813,3
4475,187604,0 days 00:00:34.939000000,34.939,3
4476,187607,0 days 00:00:37.787000000,37.787,3
4477,187610,0 days 00:00:38.606000000,38.606,3
4478,187613,0 days 10:56:28.883000000,39388.883,4
4479,187616,0 days 00:00:43.414000000,43.414,3
4480,187619,0 days 00:00:35.236000000,35.236,3
4481,187622,0 days 00:00:44.255000000,44.255,3
4482,187625,0 days 00:01:04.369000000,64.369,3
4483,187639,0 days 02:03:21.306000000,7401.306,4
4484,187642,9 days 13:03:34.534000000,824614.534,25
4485,187645,0 days 00:00:33.734000000,33.734,3
4486,187648,0 days 00:00:40.936000000,40.936,3
4487,187651,0 days 00:00:32.711000000,32.711,3
4488,187654,0 days 01:07:01.573000000,4021.573,5
4489,187657,0 days 00:13:32.936000000,812.936,4
4490,187660,0 days 00:00:44.057000000,44.057,3
4491,187663,23 days 02:58:59.791000000,1997939.791,23
4492,187666,0 days 02:10:27.163000000,7827.163,6
4493,187669,16 days 07:08:28.891000000,1408108.891,14
4494,187672,1 days 02:10:39.734000000,94239.734,9
4495,187675,0 days 00:00:46.603000000,46.603,3
4496,187678,7 days 22:40:28.286000000,686428.286,17
4497,187681,0 days 00:04:36.357000000,276.357,4
4498,187684,0 days 21:10:56.739000000,76256.739,5
4499,187687,1 days 00:22:26.870000000,87746.87,8
4500,187690,0 days 00:00:38.294000000,38.294,3
4501,187693,8 days 08:03:45.090000000,720225.09,21
4502,187696,0 days 00:00:34.866000000,34.866,3
4503,187699,0 days 00:00:32.963000000,32.963,3
4504,187702,0 days 00:00:41.386000000,41.386,3
4505,187705,0 days 00:12:15.980000000,735.98,4
4506,187708,0 days 00:00:41.683000000,41.683,3
4507,187711,0 days 00:00:38.903000000,38.903,3
4508,187714,0 days 00:00:02.088000000,2.088,3
4509,187717,0 days 00:00:33.255000000,33.255,3
4510,187720,8 days 21:16:28.483000000,767788.483,15
4511,187723,0 days 00:07:35.757000000,455.757,4
4512,187726,0 days 03:35:35.225000000,12935.225,5
4513,187729,7 days 04:01:57.289000000,619317.289,17
4514,187732,0 days 00:06:26.353000000,386.353,4
4515,187735,0 days 00:28:48.070000000,1728.07,5
4516,187738,15 days 01:00:33.702000000,1299633.702,30
4517,187741,0 days 19:35:14.092000000,70514.092,5
4518,187744,30 days 20:15:21.475000000,2664921.475,20
4519,187747,14 days 03:28:23.536000000,1222103.536,19
4520,187750,2 days 02:19:56.288000000,181196.288,20
4521,187753,0 days 00:38:28.040000000,2308.04,4
4522,187756,0 days 00:37:38.421000000,2258.421,4
4523,187759,0 days 00:00:39.341000000,39.341,3
4524,187762,0 days 00:00:40.180000000,40.18,3
4525,187765,0 days 00:37:02.449000000,2222.449,4
4526,187768,0 days 00:12:40.188000000,760.188,5
4527,187771,0 days 00:33:45.804000000,2025.804,4
4528,187774,0 days 00:24:55.901000000,1495.901,4
4529,187777,0 days 00:00:33.889000000,33.889,3
4530,187780,0 days 00:14:45.018000000,885.018,4
4531,187783,0 days 00:07:01.242000000,421.242,4
4532,187786,30 days 19:11:45.748000000,2661105.748,21
